"","X_id","uID","chrono","playlistID","tracks","classified","userResponse","userPrefered"
"75","5ef26bab3cc5900012668fe4","1d5819e6-0873-441f-b98f-1243ae32016b",4,"5v7jD2iEzQsYCQrBA0dA2Y","[""75HNAIaFJmDUUU6LiNSvnh"",""6RvTtRyn7zVayLUWAJxd5Z"",""5xnLp83K91G0Qi9zPtOSnG"",""61qXzQHMSwk3PStleYDJ2v"",""1jH2IzZ7JnixFoGG6XSnpf"",""6UhXS2ayPOx9qphYKySLy6"",""0gmbgwZ8iqyMPmXefof8Yf"",""5ZPp1V3PufN6qhAe3rLNmb"",""6rUp7v3l8yC4TKxAAR5Bmx"",""305WCRhhS10XUcH6AEwZk6"",""0faXHILILebCGnJBPU6KJJ"",""4BggEwLhGfrbrl7JBhC8EC"",""15HadeuRG9THazDGzLH8ZU"",""4bPQs0PHn4xbipzdPfn6du"",""47xLbuUdmD03ATrke934S1"",""0u836P4OFuN0iJKkqoDIr0"",""7tfEESAh4OB1g6egSd9ia1"",""5HOpkTTVcmZHnthgyxrIL8"",""2LwGnuXbjNMAxCUF35UtOx"",""2gVyYjQLOA4oepN6I05H7J"",""7sAEKtW4Asdh0oxMY2AtmF"",""2oZHyYOyg9NjNEGwvwC09B"",""6ry08adbvrVxqsmYyBW4xX"",""62wwk2vm8YHQjpPHts8oAq"",""1t2Hq2WIBcZINOEnK6mdJG"",""68pN2UQYhwQgPy7VrCFKuV"",""0BRHnOFm6sjxN1i9LJrUDu"",""1FkoVC85Ds3mFoK0fVqEqP"",""4omisSlTk6Dsq2iQD7MA07"",""01a0J96fRD91VnjQQUCqMK"",""5dTHtzHFPyi8TlTtzoz1J9"",""7lRlq939cDG4SzWOF4VAnd"",""2DPrCpQlpwWGJSPJJtLTyY"",""3YAsRYkaS9jUoMpTmjs0oh"",""18tYYEfmaaGvohk8Gv3q7B"",""3AszgPDZd9q0DpDFt4HFBy"",""0IF0vGwaJQ8ZCh0QxhW6OV"",""2WfaOiMkCvy7F5fcp2zZ8L"",""7aHRctaQ7vjxVTVmY8OhAA"",""1JO1xLtVc8mWhIoE3YaCL0"",""5zA8vzDGqPl2AzZkEYQGKh"",""63rva3TBizr6x1Yp5uwKfD"",""4uLU6hMCjMI75M1A2tKUQC"",""6VRhkROS2SZHGlp0pxndbJ"",""1CSLeVCXmetBh8IkTPMFdL"",""69Qa7czzqraPWZgxpQN405"",""6RrXd9Hph4hYR4bf3dbM6H"",""3M5eeHXgG4VplKNcsBC8Dj"",""7s25THrKz86DM225dOYwnr"",""39yWVJ9ENz4FB4v5mZffj4"",""2H3ZUSE54pST4ubRd5FzFR"",""3Zuf70897YkrVRAsrBMMSF"",""600HVBpzF1WfBdaRwbEvLz"",""10mt2HQ8q1y4MEccHgpsA7"",""6mT8MdPbxopWYYnMP7WLkP"",""15meyMYgn2KRCavRRlgqVK"",""7FbarSwh5UFsRhkTdLW0GD"",""5xjMIrohc1FuGPAsAKcOL8"",""5DyXoVHulhQEibrkTWS2LT"",""2AP1gRotZoJSPFxfPFBlDg"",""4iXSrCf9iyI11LmdeH7GLW"",""2jRZVgDtvT36PFvAC7oDxL"",""6s9iK4Hf5nLhdDMCnkDV3T"",""0U2Lb5cOaUJ6tBl8oQTZhV"",""0BB9eUBBaaX6GALSYNcEp7"",""12uZzPLGpbjC64huvqynp3"",""428Dl0NOBojmUS98R2pDHr"",""5IKLwqBQG6KU6MP2zP80Nu"",""0BWravaqj9rKdOU8RWXhuf"",""05fHQeRbCSjKVS6z0WbQKJ"",""76QJgXPE3oc1cnkE4PFHEn"",""4fXGWiVhlOLdhwRDP6pIFG"",""3VEFybccRTeWSZRkJxDuNR"",""7wck5ORA8dJB8To9rc10gi"",""3E79J5a7KFXP8uj1lFfmWQ"",""7GNqTs7uExNGR4x0UaNROq"",""7J9mBHG4J2eIfDAv5BehKA"",""2Foc5Q5nqNiosCNqttzHof"",""0DiWol3AO6WpXZgp0goxAV"",""1GTPxha6U7x9ElVxkQw3OK"",""3XdAzyVBwPctMDkFjKRlO7"",""2rugpCYNKYw1BnccuDRBTA"",""0IWBaEf7GOwKPKHyC32E1z"",""3F4JxbEkur9ZXAtQ5GFVXB"",""2yzPBlE5UXK2sqvnNM9QQ0"",""4mVLzFbc3gaCoWCEENLouc"",""1Ka7t0PfkqCQecrM1qIQaA"",""2TqWayWYGNjqfTpapyveyu"",""7pYfyrMNPn3wtoCyqcTVoI"",""4uqNn56KFQ7NtJ35xWZKvf"",""2ky2EF48bJyzdDf72AkhF6"",""5rtpGGu3bPKsJEFjDGs63M"",""6tof0wqt0Tiyz19KQ218Kr"",""5KXKhCfPNS4342ly8tTf6w"",""6crBy2sODw2HS53xquM6us"",""6Jub05dvpbF4Im83NqMCUg"",""2IiNA0s5eQBSjwK4iNeUvW"",""25FTMokYEbEWHEdss5JLZS"",""395C2pn0PdOYPzM4B1jLoO"",""1q9l6c8bAzqWcvO3DM6FsR""]",2,"1",NA
"76","5ef27467eab014001d5a823e","1847205d-188c-4f57-9fa2-df1d112c9cdd",2,"0Y75DbhuQPX1fIdV9bsvAp","[""4UprSV8Kcj1kcSZNZrAW4e"",""1LrH9qc6Uth2ArrFetKIeU"",""0lHfHuuOprw16FOfszGhhA"",""4AEh58vrpgsaajUZVzzzqQ"",""6QPZezbdc2Mejf6msYrVQN"",""6xRNqXP3baPR9buXr8vreM"",""1HwpcsMoEz0kIZgRo8GS4d"",""7is1IxM6bKwDwxzSyy0Rys"",""3A2P7YeBM0b1yXDGjMbC0d"",""0vzsq1Es1lXfXTXdwFAqjo"",""7lozLnUfzcgEpMMVQI7yhA"",""0TK2EY9qEOo7n2c1UGUukJ"",""5UKosim5C7WJ6sUoFDucBC"",""7lSZpgUg8R79pC49uc6IHX"",""5T9S5x5hEOvgGKWysm683a"",""47vYzNOJlCGynCNvfsOG7R"",""5AiwOMZLbmaTos05YwxoQz"",""5EfRLrWygW150LFvPmWb4s"",""0fWyDYARNbNd0zaa5bsQIY"",""2mZF9Se9RWzjxK6EnXvIZG"",""5qYPqraJGR5L6iHIXn4YQy"",""1CjvcxzHY3tbv63jui6y8A"",""18uwL0vNUanqZH0ro2QcOP"",""3Vtl4Xc9cKVs1UoenXtScn"",""6oydH4kg19T0VMEW5xjZhN"",""2h3jBh2kDDRSDbwzJqelFx"",""7MYfE4SdQV783tCY5IDs9L"",""2FGYM88GzqQswHX0qgQnXY"",""2j16g0riAnggN32aOwkMOb"",""27iC5AhQxPcLlIwnbJ4E6S"",""1Eeof8IMDWLXEaAtjTW1ny"",""2kMKmb60xVUIWW2Out8ypz"",""2WWz6bkIauK3vnjS0KKn4u"",""3mTexh5jIEGMlXSugFiSBa"",""1AAQejvxF7QiXbXfmCCdnJ"",""7tFgfAKJ7nEf4VquAbHkzZ"",""60ZppukPfY43NDU9meKJrz"",""5896IetzVry5wDW1zEY4ML"",""1jKBiK0Yk6VCcBfJOgBUbs"",""53o7TCHCgSfHRcwcJG3L6f"",""5m4DjkPaGvrcHGT5h8oNCM"",""2JjXz9ni4mJKzL60LTcnPW"",""5peXF38os4UT1lsfdoKMt5"",""1XFbCFyh2mPCDUBtoHut9A"",""2ZwIO3ufWLFYxtEoam9ydu"",""4nDNTISVKzP3YjW4vvW1B1"",""3FUWD1PXnb6wxRpxqEp1zc"",""370BNSvDvj8ceBlUV1qnD7"",""3MVhGLMEHKILhgObs7gvV9"",""2mSrVZsSKn2Ye5f0YuAbMh"",""4c1BAfuPGZSun6aAvmmoHs"",""05OCY605lOXP7koHNBMPc2"",""0UJP4F2kGFf3ZhbV2QfFgu"",""0IvmaYC6hoxAaUOtukDu4S"",""4LtUbIyBlc1PbK0w1Q244V"",""3OaunNUlXXs5e2PXtNAzzG"",""1ZPWWSwCkxKfqdp4H0RFCo"",""3w92WaeSPgwIoZTaYe75xS"",""3Id5FMWF0gbDHZfAhxylRl"",""4jTN00GxuIdIhTTnz6ZMun"",""5NP7NmjaFKsG5ywXrAmP4S"",""7FS0NvPWpdrBBJHSlLyLvd"",""20JtELGPfOAMq7FpUt8eSM"",""07CqZI2SGWdWU3XYbQRZ02"",""2BqUpQeyyh5URqSILKuWpM"",""47qk30mrK19PJeuYpihpJP"",""6zFW6qOGngUGnstJibK1De"",""3vprvsbioCDkd2KKIwcbC7"",""0ZAiqymvbQUZAh9y6ZT3Rm"",""2QsgPaELC6ReFiKqNii8E4"",""6MFOvTb7Mf7bl5Y4qRgOzr"",""10V96IBSJJjZPAS4fcKEmn"",""24YuYC6OnFqgSrc5eaMGcB"",""3WS7spXVlbeC5kjePmHMQW"",""2Yhet3TFvAzE0RvTIB8OVy"",""7lKNg20fAXWXgrr9ZmVdEE"",""4tM951za9FZDxZV52r4AFp"",""6VnqGxiMNexOe0kRmIsBw4"",""7l7F66gQn28pMTWwliy0Vk"",""5OxGWmF7NIZ1q2JM3bxeOr"",""4ve2uzqdwnHr20G5YgMMqr"",""6rcv7Qp3dI5fa9ARMp7k1B"",""3jGlOBjMJiNDWhdqRJl5dK"",""75Q69chmd8CEZbVsA4CDMm"",""3bjLCKsBNSFyx6Gfsb7X4h"",""3YTqCVdqwsql9yQKshguT6"",""6jbgCrQ0TgoRlaNIT6vCQg"",""0YJAIuYxABIhVNlZIWcnrW"",""4Tid4MwqgR1CfKCun3tFon"",""3LSnp6mtKiVXCJwsmOvfMd"",""3GSSWQLd4BAnTYfJJH52CP"",""6M1nfYPKy7DRk3IrhFVViQ"",""1CAijerspiGnyZHAVsGNL1"",""5bgwqaRSS3M8WHWruHgSL5"",""5i2JGF65pHKSfMEjSMrBC3"",""0xM6mdl0XX2qOqUZmVUp97"",""5RtJ23WsfOdWoaWLvSL1GB"",""6ae29ZzSPYq61ARnOn3CGh"",""5HVHKlGGtm0jBlf44ED4qc"",""0b8mGZFzNge8J9PsgGdudT""]",3,"1",NA
"77","5ef2749a3cc5900012668fe6","1847205d-188c-4f57-9fa2-df1d112c9cdd",2,"76IvHlPGVbPc42OKvOVOVu","[""6nnntyJFxLzaCmNnhHe3C1"",""3zzrKCO0OA85eemnlQnQ7c"",""4ABdTWafMCXfATpILRuZFW"",""0znCw9dSfsrBGUtxAzd9kD"",""6iRTYLWbxXtUz00KQIWiTN"",""07cDm2mEYe7KHCHjKYSGdU"",""4cyU7rrxR7HzC3SVNaix59"",""1YMBg7rOjxzbya0fPOYfNX"",""1Szod3mLKHywl09AOy08Xc"",""13JyykwyYQ3T5QxxL34ukQ"",""3CA9pLiwRIGtUBiMjbZmRw"",""696DnlkuDOXcMAnKlTgXXK"",""7dt6x5M1jzdTEt8oCbisTK"",""6Hgh47WXVKtXN5zGOu0hjI"",""3HVr6jTVwBHBa2flM0eURR"",""2G7V7zsVDxg1yRsu7Ew9RJ"",""1AHf5FSofKcUw8tyKkccKF"",""4F1yvJfQ7gJkrcgFJQDjOr"",""6RH49kOurGNl02pT2iKOOp"",""0tPQPaOKM32WgMSbPCYyRH"",""4d0JSX5Niid4wPVXk3EVrt"",""6WbADFqMvR8N5u0BvtsWQE"",""4kWO6O1BUXcZmaxitpVUwp"",""7yN5w9qB7Km1Fqx96ZnG5W"",""2SLxnK1zawTiQM9fUbcr4L"",""3DGar7krWlmrXRFHBcQF6z"",""6RnkFd8Fqqgk1Uni8RgqCQ"",""09IStsImFySgyp0pIQdqAc"",""4JuZQeSRYJfLCqBgBIxxrR"",""13J1DIbQaGs1Qb91rF8BEH"",""2B5ub9OB8rZj5PqvsAwrKo"",""7IWTIkiWGWNQyYfOLdMrGD"",""1WU93pZQ3WBHNPZj4zHby8"",""21RzyxY3EFaxVy6K4RqaU9"",""7gq9Mo03Zr417T2C5sgR03"",""7xHfguzndSR2jOpMxzqh3r"",""3gGavdhVbPFspo8dZMh1CX"",""0RTzJVkunbGwuRjXDFHnjf"",""5lNuqFVMca4vPupY10cH0J"",""5MMu9zi4UrctTCXQqNJUCY"",""6t2ubAB4iSYOuIpRAOGd4t"",""2aAyDqzwEeVIigSMFM1tNS"",""6x8V3kUNlhVbwRbVP0QeSS"",""6wJYhPfqk3KGhHRG76WzOh"",""6DCZcSspjsKoFjzjrWoCdn"",""6lruHh1jF7ezgbLv72xYmf"",""11VApNQCWLJdzxWrlmwzUa"",""6Wrx0ZDaB3dxBDl1ZnddXT"",""54j7EaJPDmSZYcNYvLSJ78"",""3OaunNUlXXs5e2PXtNAzzG""]",2,"1",NA
"78","5ef274c13cc5900012668fe8","1847205d-188c-4f57-9fa2-df1d112c9cdd",2,"7fnyFugE4AurcI7suFNSKn","[""1ejZerOAx4UgQD31JbFGQR"",""6y6jbcPG4Yn3Du4moXaenr"",""4uNV7GyGEBZzPDdetEEvhS"",""0IwayCdCSQmnwGIWjwVpfM"",""3afkJSKX0EAMsJXTZnDXXJ"",""1MhXdlCQPnO56T57MfmaRm"",""50T7rFmLwdhDNiKGmqFtpf"",""2TmLZLv57mW4OA3Il1ULsf"",""7iZdziJKXizTDrSAVJqGKF"",""0Eqg0CQ7bK3RQIMPw1A7pl"",""3je88Q4OvTqIx7BFRFYvRA"",""3EPXxR3ImUwfayaurPi3cm"",""2kJwzbxV2ppxnQoYw4GLBZ"",""7lSZpgUg8R79pC49uc6IHX"",""3cqPu20DGTGUoZtbJH2Dmi"",""5peXF38os4UT1lsfdoKMt5"",""39KG4kom3enSx4GTThuDGt"",""3i5qVV8azKqGFK4Gzdt5YS"",""2vHfabj6nFebekTYODqntl"",""1RRZSm4akqNyMOsPUhw4cb"",""4XLu3tTSZiPFVC9mmuR6Zp"",""2hgk8iKN9UdoM4ILlJ9F5N"",""3Tiv2bF1OLCXXnuXaDKaG3"",""322tcqPhma7F6hfCeLisx0"",""7pWK1kMgHy5lNNiIfuRbkP"",""1aJ1xeEQ1ivKGnTeuYolJk"",""1zHVZxX8p0OJ9Lkg4XNp4m"",""2lBqyCeue1bCd6HCZtKXHu"",""4GGSmoTmc5LClrowB4SmEw"",""5NP7NmjaFKsG5ywXrAmP4S"",""07FkzikE6FuHIa8Ma7zJGc"",""6moU77g9RQyMzHNuKEaQKq"",""4KnnWpUyPfQD6X5SQSTlH3"",""3m9eTtBtU0xxJndQRz9MOr"",""75ls0gurX68lUmMjE7QcsE"",""5kfNriitmkNE8mUbZ7gbq8"",""5i2JGF65pHKSfMEjSMrBC3"",""1Fo4OvzP9PThFKMeMIAEYu"",""5226Ocpr2cbudvurouwNUF"",""7IL3UOlcJ6nmcCMwpnlfcA"",""1gZFRYcPz3wKevEaNYRwfW"",""3Uu6pcfL9xsdfsKRx3DXRf"",""0k2IGPSjFqFKhSVQlAxWG2"",""0EAzlhtMYxRb6wbi6KnPjC"",""7bdYxWPCs46dQ0XLwySOyv"",""4ZLzoOkj0MPWrTLvooIuaa"",""7sTtHHrD0zDpmzQzH3zegz"",""7qEHsqek33rTcFNT9PFqLf"",""7cM9Kqto11iJpY2RwgVJSq"",""18uwL0vNUanqZH0ro2QcOP""]",0,"1",NA
"79","5ef274d23cc5900012668fea","1847205d-188c-4f57-9fa2-df1d112c9cdd",2,"0Y75DbhuQPX1fIdV9bsvAp","[""4UprSV8Kcj1kcSZNZrAW4e"",""1LrH9qc6Uth2ArrFetKIeU"",""0lHfHuuOprw16FOfszGhhA"",""4AEh58vrpgsaajUZVzzzqQ"",""6QPZezbdc2Mejf6msYrVQN"",""6xRNqXP3baPR9buXr8vreM"",""1HwpcsMoEz0kIZgRo8GS4d"",""7is1IxM6bKwDwxzSyy0Rys"",""3A2P7YeBM0b1yXDGjMbC0d"",""0vzsq1Es1lXfXTXdwFAqjo"",""7lozLnUfzcgEpMMVQI7yhA"",""0TK2EY9qEOo7n2c1UGUukJ"",""5UKosim5C7WJ6sUoFDucBC"",""7lSZpgUg8R79pC49uc6IHX"",""5T9S5x5hEOvgGKWysm683a"",""47vYzNOJlCGynCNvfsOG7R"",""5AiwOMZLbmaTos05YwxoQz"",""5EfRLrWygW150LFvPmWb4s"",""0fWyDYARNbNd0zaa5bsQIY"",""2mZF9Se9RWzjxK6EnXvIZG"",""5qYPqraJGR5L6iHIXn4YQy"",""1CjvcxzHY3tbv63jui6y8A"",""18uwL0vNUanqZH0ro2QcOP"",""3Vtl4Xc9cKVs1UoenXtScn"",""6oydH4kg19T0VMEW5xjZhN"",""2h3jBh2kDDRSDbwzJqelFx"",""7MYfE4SdQV783tCY5IDs9L"",""2FGYM88GzqQswHX0qgQnXY"",""2j16g0riAnggN32aOwkMOb"",""27iC5AhQxPcLlIwnbJ4E6S"",""1Eeof8IMDWLXEaAtjTW1ny"",""2kMKmb60xVUIWW2Out8ypz"",""2WWz6bkIauK3vnjS0KKn4u"",""3mTexh5jIEGMlXSugFiSBa"",""1AAQejvxF7QiXbXfmCCdnJ"",""7tFgfAKJ7nEf4VquAbHkzZ"",""60ZppukPfY43NDU9meKJrz"",""5896IetzVry5wDW1zEY4ML"",""1jKBiK0Yk6VCcBfJOgBUbs"",""53o7TCHCgSfHRcwcJG3L6f"",""5m4DjkPaGvrcHGT5h8oNCM"",""2JjXz9ni4mJKzL60LTcnPW"",""5peXF38os4UT1lsfdoKMt5"",""1XFbCFyh2mPCDUBtoHut9A"",""2ZwIO3ufWLFYxtEoam9ydu"",""4nDNTISVKzP3YjW4vvW1B1"",""3FUWD1PXnb6wxRpxqEp1zc"",""370BNSvDvj8ceBlUV1qnD7"",""3MVhGLMEHKILhgObs7gvV9"",""2mSrVZsSKn2Ye5f0YuAbMh"",""4c1BAfuPGZSun6aAvmmoHs"",""05OCY605lOXP7koHNBMPc2"",""0UJP4F2kGFf3ZhbV2QfFgu"",""0IvmaYC6hoxAaUOtukDu4S"",""4LtUbIyBlc1PbK0w1Q244V"",""3OaunNUlXXs5e2PXtNAzzG"",""1ZPWWSwCkxKfqdp4H0RFCo"",""3w92WaeSPgwIoZTaYe75xS"",""3Id5FMWF0gbDHZfAhxylRl"",""4jTN00GxuIdIhTTnz6ZMun"",""5NP7NmjaFKsG5ywXrAmP4S"",""7FS0NvPWpdrBBJHSlLyLvd"",""20JtELGPfOAMq7FpUt8eSM"",""07CqZI2SGWdWU3XYbQRZ02"",""2BqUpQeyyh5URqSILKuWpM"",""47qk30mrK19PJeuYpihpJP"",""6zFW6qOGngUGnstJibK1De"",""3vprvsbioCDkd2KKIwcbC7"",""0ZAiqymvbQUZAh9y6ZT3Rm"",""2QsgPaELC6ReFiKqNii8E4"",""6MFOvTb7Mf7bl5Y4qRgOzr"",""10V96IBSJJjZPAS4fcKEmn"",""24YuYC6OnFqgSrc5eaMGcB"",""3WS7spXVlbeC5kjePmHMQW"",""2Yhet3TFvAzE0RvTIB8OVy"",""7lKNg20fAXWXgrr9ZmVdEE"",""4tM951za9FZDxZV52r4AFp"",""6VnqGxiMNexOe0kRmIsBw4"",""7l7F66gQn28pMTWwliy0Vk"",""5OxGWmF7NIZ1q2JM3bxeOr"",""4ve2uzqdwnHr20G5YgMMqr"",""6rcv7Qp3dI5fa9ARMp7k1B"",""3jGlOBjMJiNDWhdqRJl5dK"",""75Q69chmd8CEZbVsA4CDMm"",""3bjLCKsBNSFyx6Gfsb7X4h"",""3YTqCVdqwsql9yQKshguT6"",""6jbgCrQ0TgoRlaNIT6vCQg"",""0YJAIuYxABIhVNlZIWcnrW"",""4Tid4MwqgR1CfKCun3tFon"",""3LSnp6mtKiVXCJwsmOvfMd"",""3GSSWQLd4BAnTYfJJH52CP"",""6M1nfYPKy7DRk3IrhFVViQ"",""1CAijerspiGnyZHAVsGNL1"",""5bgwqaRSS3M8WHWruHgSL5"",""5i2JGF65pHKSfMEjSMrBC3"",""0xM6mdl0XX2qOqUZmVUp97"",""5RtJ23WsfOdWoaWLvSL1GB"",""6ae29ZzSPYq61ARnOn3CGh"",""5HVHKlGGtm0jBlf44ED4qc"",""0b8mGZFzNge8J9PsgGdudT""]",3,"1",NA
"80","5ef27c423cc5900012668feb","7303641a-3f01-40ed-9bc5-35d0daaae030",2,"7ASJii8cjtYJuymKoEDT6e","[""3JAeYOjyJodI4PRs44lx2l"",""7J2gyNghNTzl4EsLhXp01Q"",""5wujBwqG7INdStqGd4tRMX"",""7GX5flRQZVHRAGd6B4TmDO"",""6eKWSrZfzd25TYYxkscWgg"",""2PqSNVmiEQpFkLoNPoDfwI"",""3YeJXuRSNS5FYwOsDu44kD"",""1Knctxx9vGZxpZfF66BIEa"",""40oKW22ZNNkEdZLJTScaQI"",""74lnM5V6ecvoTPV0fvptx9"",""1a7WZZZH7LzyvorhpOJFTe"",""658I1uDnmLSiltFCf98AWE"",""2ooF4088y5L72c4YTEJQoB"",""4dOmgE4ULbySxpeGObN8RL"",""4Z9cAwlkruSbWblPBthygg"",""3yfqSUWxFvZELEM4PmlwIR"",""2MEvYNn2tRvFDAucAtAKVq"",""1D2L6MefbXon28PzIk9I3r"",""7kbljxdpQK4y0bn7demh5Y"",""2gQYziDV5cSTRSqr6akzi5"",""6p8eEdiZLKJH8tcjGZuNTK"",""5UJ3N25ukIruG4Do8RDHra"",""4UTpObwAYO67yymOoCeXwS"",""5W2NXrzJQDPr1dUN6wykjI"",""79FbFgOybXsENkt3tTygVO"",""36J0iaPDGbYGsHvYpaYs3k"",""5QVVZCiiLA4U6ZPA1OXU5f"",""310YHyec9UxRfn30XRje5J"",""5CTjX55yZHnoKAAKPsaKTG"",""7j8vHxTp34MEoSDLG51sWo"",""22WV03i2lBbwNVCE1g671p"",""2oUI2kKbVOowQpg0flQbkr"",""2napy7uG4RI74SoyKJVGl5"",""6nsyYPCDUSacgXci9mvWln"",""4zDMybUdMSewKNxmGffD7v"",""67cpn8ZBO7QU67jky8Fh47"",""2gtFMLjQpCTGekMi4oXZxN"",""7y7xH8H9hPswaGrQDROIai"",""3zLmQwnPe8RJdkK3lr4AJm"",""0XoDcV08iB5T3XFbXfAghf"",""3k6EANogaKwjJwuqacv4AT"",""2WPBIdQkgi8hqExMWU4TuK"",""6uxKBULqEBZ9x5nhfcZnQg"",""56AMYGJzxBO6p8v0wEe9de"",""7iXF2W9vKmDoGAhlHdpyIa"",""0fcB1Lm3eCYdvX7frLISsQ"",""7iWrFAkeGeyK66RaYkJoNy"",""5langTqTTpqxj9jvj6JZGf"",""6uFQno8QtgJ0zWS4JW5BpM"",""0nbXyq5TXYPCO7pr3N8S4I"",""6gi6y1xwmVszDWkUqab1qw"",""07KXEDMj78x68D884wgVEm"",""2le1DeNWE6DXc81sH5uI4i"",""6Ozh9Ok6h4Oi1wUSLtBseN"",""0fySG6A6qLE8IvDpayb5bM"",""4HPTladgOGcGzleMR3I0FK"",""5OYYacWV45MGBnFakswH5d"",""0q2vG0UVuy6ajjcpkQHdZM"",""7A20WnLkjtZU2d7hIB6Ziu"",""4d4jAHkTIfNr2EpSrLvI9f"",""7Agi8QDhwLEHFdP5LxysqD"",""6pMPJqKpwSADJohKryxUjf"",""1uL78kFWxhz3umTMWJu8n5"",""7AzlLxHn24DxjgQX73F9fU"",""7BYppcUTuG5ysmaJlGSt3t"",""7gVwgc8b3XnO87TpmXXFA5"",""3jhStgnHgwPGaSyhdHuT1Z"",""0c7K73roy6RW4ebDkf4yGh"",""2aV5ZEAvHwvL332EsJ1gWc"",""2alc8VZAzDgdAsL2QMk3hu"",""5274I4mUMnYczyeXkGDWZN"",""7oL60LH1UJgqauinmCYiGr"",""1MobF57nbROs1ml9IYEzwN"",""5xSilNm7utL6Z67rDUVCCB"",""0aZgW8Nzg38hN00pEFyIEj"",""75lcPkAkUsKWHGBlGM476R"",""5w3joDvFdDskgw6TvLh7vN"",""6vxU64pcIuQ38O015Zy4qj"",""4YcWzLSnGqLjSCycuSMHnn"",""3kW4z2pIj5VY5fLjBrMRL5"",""1jDbQz6tr52WgScCTXMnaN"",""5egD7A5x9AHdVO2fMo3Wbo"",""5hwUsRKvnO5yThjVrxHQVt"",""4rgwri7LajWVZvdj2N81SS"",""2LNMhZ3YijTO7USmqjgJfG"",""2INqEk4ko5AsGVLBsiKiQe"",""08zAFXhfyIxq9359NHksdP"",""1eEYbTvRWPEozV0ttNO0NC"",""3KLo7ByvjCNyBrfz5DZ2mO"",""0IpnZchq8ek2A6pGEP2Qb1"",""4lAQfuREAHG8IC0PiiigBt"",""4D7NrSeqkTarBrJ80b2sBc"",""2PCKWNZYcwyFKd4lVRWE8k"",""6OYv5mdZxQnl7vGyKg82GQ"",""49ucBujCPBvFqo555F8S7I"",""6eiztdXRkooWsBt2xToMWI"",""4cSSL3YafYjM3yjgFO1vJg"",""5sF13EvLGv5qHFiMuGnMTF"",""7lQ8MOhq6IN2w8EYcFNSUk"",""0ySgIyZHnCBV9UFk36T8Ce""]",2,"1",NA
"81","5ef28daaeab014001d5a8241","7f802434-74c8-4b81-9dfa-0f976b62f762",3,"4dyUiXMwXPo6MaiaApDzvC","[""3GS8qG28p2RF6M7S5rFdx5"",""0JNdS1n0ifOP25XvhwAMgM"",""6VVxlhDiGQeah3nPKStf2B"",""5EQzuYfTZt7B2LqlvTF49l"",""2MvvoeRt8NcOXWESkxWn3g"",""1l9Q5NyhsyodDzIrdtJ6Ub"",""2zDis33dp7xVuNxmfUBG1J"",""12M5uqx0ZuwkpLp5rJim1a"",""2hc1PWNDX5NFcY1quXnhu7"",""77UExyXfUhLv1VgDHEw460"",""0afImfkXhYqs9NdPurANRu"",""1ODA4mZMaoBzT1TbPBW8B1"",""5tcCkSusvB511aJewo0XLB""]",0,"1",NA
"82","5ef28dd9eab014001d5a8242","7f802434-74c8-4b81-9dfa-0f976b62f762",3,"7hLybkIb8etWY6HMfvOWMa","[""5xJt5bwhmypiqHRVDjPGYH"",""2BwC2li26Q327YsjFBzkXp"",""5yiBLMSH9DCRmBtws6wKY3"",""5yc59J3MR3tVDPTOgwgRI5"",""6s8PRmROPJHlqZmu9Bbviz"",""094As2ygiOxXxzcyAna3Lk"",""0pCjlmaukO1q9mcGujlAtw"",""6wZaKZs7XsMzAOu9yp8dUN"",""4Nvsdo74AJjZzTdE509d6L"",""5Ldc2jr2SsIamoHE5LGPs6"",""1qYXEnOKWK91Yn9MJJfjwb""]",0,"0",4
"83","5ef28df8eab014001d5a8244","7f802434-74c8-4b81-9dfa-0f976b62f762",3,"6zoGDGzIhWYqAbl3HTDLeQ","[""0V8W7phYnepJBNeSMp8fGd"",""2zRiYzBzeabQQ16BK3c6jk"",""37iFlmC2ZbLcRtyZYPLSYA"",""21h0JERwqPX99AcYRzNOzI"",""4lKXjLzAV0Nxwln8MxHVtQ"",""2iQYqdalv245vrCEM4W9N9"",""23qG0GvQXTvWOQVZsjO3L4"",""4dNfUN5kfXj1P7OZYSsf3Z""]",1,"0",3
"84","5ef28e0feab014001d5a8245","7f802434-74c8-4b81-9dfa-0f976b62f762",3,"1OD3MxD4U8VMNgcqNZkKju","[""5WnYyCWBbJyLChmd2sbZK9"",""29izGj5WZ39AU3p4ilkFcF"",""7kG3DPhoPsltuT0vxENI6E"",""7FGq80cy8juXBCD2nrqdWU"",""2DNXgvkyv35vTWvdgjs7qn"",""3pHkh7d0lzM2AldUtz2x37"",""7IvNozAiwSZ7PTQrJ3BzAX"",""2yi8ABA1ZkHuTw1qH9cGUY"",""6ukYIWrYDCquyywoJ6Yg08"",""1SymEzIT3H8UZfibCs3TYi"",""3HSsiqFfH2Qp1LYaaTzpj0"",""04K2brFrPGggc1EMHxOwOb""]",3,"1",NA
